sampleID;Plant;Clostero;Polero;Partiti;PILV;CAMV;Population;Timepoint;Genotype;Leaves;Lenght;Width;Leaf area;Plant area;Herbivory;Virotic;Curly;Yellow
444;S220;0;0;0;NA;NA;1;2;4;9;12;1;9,42;84,78;1;0;0;0
445;S317;0;0;0;0;0;1;2;1;11;14,5;1,4;15,9355;175,2905;0;0;0;0
446;S258;0;0;0;0;0;1;2;1;12;10,4;0,8;6,5312;78,3744;1;0;0;0
447;S161;0;0;0;NA;NA;1;2;4;16;17,3;1,4;19,0127;304,2032;1;0;0;0
448;S106;0;0;0;0;0;1;2;2;19;21;1,3;21,4305;407,1795;1;0;0;0
449;S222;0;0;0;0;0;1;2;4;12;10,2;0,6;4,8042;57,6504;1;0;0;0
450;S296;0;0;0;NA;NA;1;2;1;9;13,7;1,2;12,9054;116,1486;1;0;0;0
451;S250;0;0;0;0;0;1;2;1;9;13,8;1,1;11,9163;107,2467;0;0;0;0
452;S26;0;0;0;0;0;1;2;3;14;14,4;1,4;15,8256;221,5584;1;0;0;0
453;S95;1;0;0;1;1;1;2;2;17;27;1,6;33,912;576,504;1;0;0;0
454;S67;0;0;1;0;0;1;2;3;10;18;1,3;18,369;183,69;1;0;0;0
455;S254;0;0;0;NA;NA;1;2;1;9;16,9;1,4;18,5731;167,1579;1;1;0;0
456;S295;0;0;0;0;0;1;2;1;8;14,9;1;11,6965;93,572;1;0;0;0
457;S204;0;0;0;0;0;1;2;4;8;15,5;1,3;15,81775;126,542;1;0;0;0
458;S122;0;0;0;0;0;1;2;2;12;22,5;1,3;22,96125;275,535;1;0;0;0
459;S11;0;0;0;0;0;1;2;3;9;15,6;1;12,246;110,214;0;0;0;0
460;S256;0;0;0;0;0;1;2;1;21;14,9;1;11,6965;245,6265;0;0;0;0
461;S218;1;1;0;NA;NA;1;2;4;19;14;1,1;12,089;229,691;1;0;0;0
462;S74;0;0;0;0;0;1;2;3;8;15,2;1,6;19,0912;152,7296;0;1;0;0
463;S78;0;0;0;0;0;1;2;3;15;15,4;1,5;18,1335;272,0025;1;1;0;0
464;S152;1;0;1;1;0;1;2;2;13;17,5;1;13,7375;178,5875;1;0;0;0
465;S46;0;0;0;0;0;1;2;3;9;19,4;1,3;19,7977;178,1793;1;0;0;0
466;S94;0;0;1;1;0;1;2;2;15;25,9;1,3;26,43095;396,46425;1;0;0;0
467;S50;0;0;0;0;0;1;2;3;7;15,4;1,6;19,3424;135,3968;0;1;0;0
468;S299;0;0;0;NA;NA;1;2;1;13;11,5;0,6;5,4165;70,4145;0;0;0;0
469;S12;0;0;0;0;0;1;2;3;11;13,8;1,5;16,2495;178,7445;0;1;0;0
470;S226;0;0;0;NA;NA;1;2;4;17;12,3;0,8;7,7244;131,3148;1;0;0;0
471;S100;0;0;1;NA;NA;1;2;2;9;20,4;1,1;17,6154;158,5386;1;0;0;0
472;S80;0;0;0;0;0;1;2;3;16;11,4;1,8;16,1082;257,7312;1;0;0;0
473;S151;0;0;1;NA;NA;1;2;2;7;18;1,3;18,369;128,583;1;0;0;0
474;S110;0;0;0;1;0;1;2;2;8;18,3;0,9;12,92895;103,4316;1;0;0;0
475;S202;0;0;0;NA;NA;1;2;4;12;17,7;1,1;15,28395;183,4074;1;0;0;0
476;S278;0;0;0;0;0;1;2;1;15;11,2;0,9;7,9128;118,692;1;0;0;0
477;S219;0;0;0;0;0;1;2;4;21;11,6;0,9;8,1954;172,1034;1;1;0;0
478;S71;0;0;0;0;0;1;2;3;9;18,6;1,7;24,8217;223,3953;1;0;0;0
479;S131;0;0;0;1;0;1;2;2;4;6,9;0,5;2,70825;10,833;0;0;0;0
480;S15;0;0;0;NA;NA;1;2;3;12;15,2;1,2;14,3184;171,8208;0;1;0;0
481;S255;0;0;0;0;0;1;2;1;13;15;1,3;15,3075;198,9975;0;1;0;1
482;S205;0;0;0;0;0;1;2;4;7;8,8;0,6;4,1448;29,0136;0;0;0;0
483;S290;0;0;0;NA;NA;1;2;1;8;14,5;0,8;9,106;72,848;0;0;0;0
484;S145;0;0;0;1;0;1;2;2;17;19,6;1;15,386;261,562;1;0;0;0
485;S290;0;0;0;0;0;1;1;1;8;14,5;0,8;9,106;72,848;1;0;0;0
486;S186;0;0;0;0;0;1;1;4;9;14;1,4;15,386;138,474;1;0;0;0
487;S202;1;0;0;0;0;1;1;4;12;17,7;1,1;15,28395;183,4074;1;0;0;0
488;S26;0;0;0;0;0;1;1;3;14;14,4;1,4;15,8256;221,5584;0;0;0;0
489;S106;0;0;0;1;0;1;1;2;19;21;1,3;21,4305;407,1795;1;0;0;0
490;S152;0;0;0;0;0;1;1;2;13;17,5;1;13,7375;178,5875;1;0;0;0
491;S219;0;0;0;0;0;1;1;4;21;11,6;0,9;8,1954;172,1034;1;0;0;0
492;S141;0;0;0;0;0;1;1;2;8;21,1;1,3;21,53255;172,2604;1;0;0;0
493;S131;0;0;0;1;0;1;1;2;4;6,9;0,5;2,70825;10,833;0;0;0;0
494;S25;0;0;0;0;0;1;1;3;15;14,9;1,4;16,3751;245,6265;1;0;0;0
495;S281;0;0;0;0;0;1;1;1;7;8,6;0,9;6,0759;42,5313;0;0;0;0
496;S265;0;0;0;0;0;1;1;1;9;15;1;11,775;105,975;1;0;0;0
497;S204;0;0;0;0;0;1;1;4;8;15,5;1,3;15,81775;126,542;1;0;0;0
498;S254;1;0;0;0;0;1;1;1;9;16,9;1,4;18,5731;167,1579;1;0;0;0
499;S190;0;0;0;0;0;1;1;4;11;12,6;0,9;8,9019;97,9209;1;0;0;0
500;S278;1;0;0;0;0;1;1;1;15;11,2;0,9;7,9128;118,692;1;0;0;0
501;S15;0;0;0;0;0;1;1;3;12;15,2;1,2;14,3184;171,8208;1;0;0;0
502;S221;0;0;0;0;0;1;1;4;16;12,1;0,9;8,54865;136,7784;1;0;0;0
503;S50;0;0;0;0;0;1;1;3;7;15,4;1,6;19,3424;135,3968;0;0;0;0
504;S110;0;0;0;1;0;1;1;2;8;18,3;0,9;12,92895;103,4316;1;0;0;0
505;S239;0;0;0;0;0;1;1;4;13;9,2;0,7;5,0554;65,7202;1;1;1;0
506;S316;0;0;0;0;0;1;1;1;24;14,3;1,3;14,59315;350,2356;0;0;0;0
507;S46;0;0;1;0;0;1;1;3;9;19,4;1,3;19,7977;178,1793;1;0;0;0
508;S28;0;0;0;1;0;1;1;3;15;15,4;1;12,089;181,335;1;0;0;0
510;S230;0;0;0;0;0;4;1;4;20;7,7;0,4;2,4178;48,356;1;0;0;0
511;S100;0;0;0;0;0;1;1;2;9;20,4;1,1;17,6154;158,5386;1;0;0;0
512;S11;0;0;0;0;0;1;1;3;9;15,6;1;12,246;110,214;1;1;0;0
513;S295;0;0;1;0;0;1;1;1;8;14,9;1;11,6965;93,572;1;0;0;0
514;S294;0;0;0;0;0;4;1;1;14;14,5;0,9;10,24425;143,4195;1;0;0;0
515;S1;0;0;0;0;0;4;1;3;8;16,2;1,4;17,8038;142,4304;1;0;0;0
516;S72;0;0;0;0;0;4;1;3;12;17,7;1,7;23,62065;283,4478;1;0;0;0
517;S257;0;0;0;0;0;1;1;1;25;13,5;1,3;13,77675;344,41875;0;0;0;0
518;S277;0;0;0;0;0;4;1;1;5;13,5;1;10,5975;52,9875;0;0;0;0
519;S67;0;0;0;0;0;1;1;3;10;18;1,3;18,369;183,69;1;1;0;1
520;S13;0;0;0;1;0;4;1;3;8;13;1,1;11,2255;89,804;1;0;0;0
521;S205;0;0;1;0;0;1;1;4;7;8,8;0,6;4,1448;29,0136;0;0;0;0
522;S251;0;0;1;0;0;4;1;1;10;14,5;1,1;12,52075;125,2075;1;0;0;0
523;S296;1;0;0;0;0;1;1;1;9;13,7;1,2;12,9054;116,1486;1;1;0;0
524;S245;0;0;1;0;0;1;1;1;14;12,6;1;9,891;138,474;1;0;0;0
525;S90;0;0;1;1;0;4;1;2;16;26,4;1,5;31,086;497,376;1;0;0;0
526;S178;0;0;0;0;0;4;1;4;9;10,4;0,8;6,5312;58,7808;1;0;0;0
527;S297;0;0;0;0;0;4;1;1;NA;NA;NA;NA;NA;1;0;0;0
528;S135;0;0;1;0;0;4;1;2;10;20;1,3;20,41;204,1;1;0;0;0
529;S116;0;0;0;1;0;4;1;2;18;21,1;1,2;19,8762;357,7716;1;0;0;0
530;S74;0;0;0;0;0;1;1;3;8;15,2;1,6;19,0912;152,7296;1;0;0;0
531;S121;0;0;0;1;0;4;1;2;17;20,2;1,2;19,0284;323,4828;1;1;1;0
532;S164;0;0;0;0;0;1;1;4;NA;NA;NA;NA;NA;1;0;0;0
533;S181;0;0;1;0;0;4;1;4;10;16,5;1,5;19,42875;194,2875;1;0;0;0
534;S126;1;0;0;1;0;1;1;2;1,6;23;1,5;27,0825;43,332;1;0;0;0
535;S10;1;0;1;0;0;4;1;3;9;19;2;29,83;268,47;1;0;0;0
536;S122;0;0;1;1;1;1;1;2;12;22,5;1,3;22,96125;275,535;1;0;0;0
537;S212;1;0;1;0;0;4;1;4;10;16,3;1,4;17,9137;179,137;1;1;1;0
538;S188;0;0;0;0;0;4;1;4;17;12,5;1,2;11,775;200,175;1;0;0;0
539;S147;1;0;0;1;0;4;1;2;14;18,2;1,2;17,1444;240,0216;1;1;0;1
540;S35;1;0;0;0;0;1;1;3;9;11;1,1;9,4985;85,4865;0;0;0;0
541;S218;1;0;0;0;0;1;1;4;19;14;1,1;12,089;229,691;1;0;0;0
542;S226;0;0;0;0;0;1;1;4;17;12,3;0,8;7,7244;131,3148;1;1;1;0
543;S120;1;0;0;1;0;1;1;2;6;19;1,4;20,881;125,286;1;0;0;0
544;S58;1;0;0;0;0;4;1;3;9;15,6;1,6;19,5936;176,3424;1;1;0;1
545;S180;0;0;1;0;0;1;1;4;13;9,2;0,8;5,7776;75,1088;1;0;0;0
547;S256;1;0;1;0;0;1;1;1;21;14,9;1;11,6965;245,6265;1;0;0;0
548;S227;0;0;1;0;0;4;1;4;20;14;1,1;12,089;241,78;1;0;0;0
549;S11;1;0;0;0;0;1;1;3;9;15,6;1;12,246;110,214;1;1;0;0
551;S310;0;0;0;0;0;1;1;1;9;16,4;1,2;15,4488;139,0392;1;0;0;0
552;S187;0;0;1;0;0;1;1;4;16;17;1,2;16,014;256,224;1;0;0;0
553;S151;0;0;0;0;0;1;1;2;7;18;1,3;18,369;128,583;1;0;0;0
554;S145;0;0;0;1;0;1;1;2;17;19,6;1;15,386;261,562;1;1;0;1
555;S95;0;0;0;1;0;1;1;2;17;27;1,6;33,912;576,504;1;0;0;0
556;S191;0;0;0;0;0;4;1;4;14;16,6;1,4;18,2434;255,4076;1;0;0;0
557;S89;0;0;0;0;0;4;1;2;22;15,1;0,9;10,66815;234,6993;1;0;0;0
558;S51;0;0;0;0;0;4;1;3;10;15,4;1,3;15,7157;157,157;1;0;0;0
559;S245;1;0;0;0;0;4;1;1;NA;NA;NA;NA;NA;0;0;0;0
560;S300;0;0;0;0;0;1;1;1;6;8,8;0,9;6,2172;37,3032;0;0;0;0
563;S162;1;0;0;1;0;1;1;4;15;16,5;1,5;19,42875;291,43125;1;0;0;0
564;S299;1;0;0;0;0;1;1;1;13;11,5;0,6;5,4165;70,4145;0;1;0;0
565;S155;0;0;0;1;0;1;1;2;14;20;1,2;18,84;263,76;1;0;0;0
566;S123;0;0;0;0;0;4;1;2;13;21,6;1,3;22,0428;286,5564;1;0;0;0
567;S317;0;0;0;0;0;1;1;1;11;14,5;1,4;15,9355;175,2905;0;0;0;0
568;S320;1;0;0;0;0;4;1;1;10;14,4;1,2;13,5648;135,648;1;0;0;0
569;S182;0;0;0;0;0;4;1;4;13;14,2;1,3;14,4911;188,3843;1;1;1;0
570;S42;0;0;0;0;0;4;1;3;9;12;1,1;10,362;93,258;1;1;0;1
571;S276;0;0;0;0;0;4;1;1;14;1,2;1,4;1,3188;18,4632;1;0;0;0
572;S225;1;0;0;0;0;1;1;4;14;12,4;1;9,734;136,276;1;0;0;0
573;S14;0;0;0;0;0;1;1;3;8;15,9;1,1;13,72965;109,8372;1;1;0;0
574;S250;1;0;0;0;0;1;1;1;9;13,8;1,1;11,9163;107,2467;1;0;0;0
575;S125;0;0;0;0;0;1;1;2;21;18,5;1,1;15,97475;335,46975;1;0;0;0
577;S31;1;0;0;0;0;1;1;3;10;13,1;1;10,2835;102,835;1;0;0;0
578;S32;0;0;0;0;0;1;1;3;9;16,7;1,1;14,42045;129,78405;1;0;0;0
579;S203;1;0;0;0;0;1;1;4;19;17,4;4,5;61,4655;1167,8445;1;0;0;0
580;S157;0;0;0;0;0;1;1;2;11;27,9;1,8;39,4227;433,6497;1;0;0;0
581;S102;0;0;0;1;0;4;1;2;18;24,2;1,3;24,6961;444,5298;1;0;0;0
582;S306;0;0;0;0;0;4;1;1;8;14,5;1,2;13,659;109,272;1;0;0;0
583;S36;0;0;0;0;0;4;1;3;10;14,6;1,4;16,0454;160,454;1;0;0;0
584;S315;0;0;1;0;0;4;1;1;8;17,2;1,1;14,8522;118,8176;1;0;0;0
585;S139;1;0;1;1;0;1;1;2;18;19,8;1,5;23,3145;419,661;1;0;0;0
586;S284;1;0;0;0;0;4;1;1;11;15,2;1,9;22,6708;249,3788;0;0;0;0
587;S163;1;0;0;0;0;1;1;4;NA;NA;NA;NA;NA;1;0;0;0
588;S48;0;0;1;0;0;1;1;3;8;16,8;1,5;19,782;158,256;1;1;0;1
589;S80;0;0;0;0;0;1;1;3;16;11,4;1,8;16,1082;257,7312;1;0;0;0
590;S258;0;0;0;0;0;1;1;1;12;10,4;0,8;6,5312;78,3744;1;0;0;0
591;S94;0;0;0;1;1;1;1;2;15;25,9;1,3;26,43095;396,46425;1;0;0;0
592;S220;0;0;0;0;0;1;1;4;9;12;1;9,42;84,78;1;1;1;0
593;S156;0;0;0;1;0;4;1;2;16;21,6;1,1;18,6516;298,4256;1;0;0;0
594;S136;1;0;0;1;0;1;1;2;13;22;1,6;27,632;359,216;1;0;0;0
595;S81;0;0;0;0;0;1;1;2;21;25,2;1,2;23,7384;498,5064;1;0;0;0
596;S161;0;0;0;0;0;1;1;4;16;17,3;1,4;19,0127;304,2032;1;0;0;0
597;S255;0;0;0;0;0;1;1;1;13;15;1,3;15,3075;198,9975;1;0;0;0
598;S270;0;0;0;0;0;1;1;1;16;15,2;0,8;9,5456;152,7296;1;0;0;0
599;S78;0;0;0;0;0;1;1;3;15;15,4;1,5;18,1335;272,0025;1;0;0;0
600;S71;0;0;0;0;0;1;1;3;9;18,6;1,7;24,8217;223,3953;1;0;0;0
601;S311;0;0;0;0;0;1;1;1;8;11,5;1;9,0275;72,22;0;0;0;0
602;S222;0;0;1;0;0;1;1;4;12;10,2;0,6;4,8042;57,6504;0;0;0;0
603;S149;0;0;0;1;0;4;1;2;31;25,5;1,5;30,02625;930,81375;1;0;0;0
605;S285;0;0;0;0;0;4;1;1;NA;NA;NA;NA;NA;1;1;0;1
606;S117;0;0;0;1;0;1;1;2;12;22,9;1,3;23,36945;280,4334;1;0;0;0
607;S195;0;0;0;0;0;4;1;4;14;13,6;1,2;12,8112;179,3568;1;0;0;0
608;S88;0;0;0;0;0;4;1;2;9;24,5;1,5;28,84875;259,63875;1;0;0;0
609;S206;0;0;0;0;0;4;1;4;13;14,5;1,2;13,659;177,567;1;0;0;0
610;S105;0;0;0;1;0;4;1;2;10;23,8;1,8;33,6294;336,294;1;0;0;0
611;S165;0;0;0;0;0;4;1;4;17;14,7;1,5;17,30925;294,25725;1;0;0;0
612;S62;0;0;0;0;0;4;1;3;21;15,1;1,9;22,52165;472,95465;1;0;0;0
613;S30;0;0;0;0;0;4;1;3;16;12,5;1,2;11,775;188,4;1;0;0;0
614;S29;0;0;0;0;0;4;1;3;10;14,6;1;11,461;114,61;1;0;0;0
615;S229;0;0;0;0;0;4;1;4;18;11,1;1,3;11,32755;203,8959;1;0;0;0
616;S59;0;0;0;0;0;4;1;3;NA;NA;NA;NA;NA;1;0;0;0
617;S140;0;0;0;1;0;4;1;2;12;12,9;1;10,1265;121,518;1;0;0;0
618;S73;0;0;0;0;0;4;1;3;13;13,4;1,5;15,7785;205,1205;1;0;0;0
619;S196;0;0;0;0;0;4;1;4;17;10,5;1;8,2425;140,1225;1;1;0;1
620;S263;0;0;0;0;0;4;1;1;9;18,4;1,5;21,666;194,994;1;1;0;1
621;S246;0;0;0;0;0;4;1;1;11;16,2;1,4;17,8038;195,8418;1;0;0;0
622;S103;0;0;0;1;0;4;1;2;20;27,9;1,5;32,85225;657,045;1;0;0;0
623;S173;0;0;0;0;0;4;1;4;21;14;1,6;17,584;369,264;1;0;0;0
624;S280;0;0;0;0;0;4;1;1;13;14,5;0,8;9,106;118,378;1;0;0;0
625;S279;0;0;0;0;0;4;1;1;26;14,1;1,3;14,38905;374,1153;1;0;0;0
626;S63;0;0;0;0;0;4;1;3;11;14,6;1,5;17,1915;189,1065;1;0;0;0
627;S27;0;0;0;0;0;4;1;3;8;17,9;1;14,0515;112,412;1;0;0;0
628;S20;0;0;0;0;0;4;1;3;9;14,7;1,4;16,1553;145,3977;1;1;0;1
629;S66;0;0;0;0;0;4;1;3;NA;NA;NA;NA;NA;1;0;0;0
630;S267;0;0;0;0;0;4;1;1;NA;NA;NA;NA;NA;1;0;0;0
631;S233;1;0;0;0;0;4;1;4;11;12,2;0,9;8,6193;94,8123;1;1;1;0
632;S49;1;0;0;0;0;4;1;3;NA;NA;NA;NA;NA;1;0;0;0
633;S236;1;0;0;0;0;4;1;4;17;12,4;1;9,734;165,478;1;0;0;0
634;S259;1;0;1;0;0;4;1;1;15;15,9;1,2;14,9778;224,667;1;0;0;0
635;S303;1;0;1;0;0;4;1;1;NA;NA;NA;NA;NA;0;0;0;0
637;S148;0;0;1;1;0;4;1;2;28;22,2;1,2;20,9124;585,5472;1;0;0;0
638;S167;1;0;1;0;0;4;1;4;11;14,9;1;11,6965;128,6615;1;0;0;0
639;S201;1;0;1;0;0;4;1;4;NA;NA;NA;NA;NA;1;0;0;0
640;S9;1;0;0;0;0;4;1;3;9;9,2;1,3;9,3886;84,4974;0;0;0;0
641;S211;0;0;0;0;0;4;1;4;27;12,9;0,9;9,11385;246,07395;1;0;0;0
642;S301;1;0;0;0;0;4;1;1;8;12,9;0,8;8,1012;64,8096;0;0;0;0
643;S213;0;0;1;0;0;4;1;4;14;14,2;1,4;15,6058;218,4812;1;0;0;0
644;S45;0;0;0;0;0;4;1;3;14;12,1;0,8;7,5988;106,3832;1;0;0;0
645;S104;0;0;1;1;0;4;1;2;29;26;1,5;30,615;887,835;1;0;0;0
1000;S47;NA;NA;NA;0;0;1;1;3;9;18,7;1,4;20,5513;184,9617;1;0;0;0
1001;S238;NA;NA;NA;0;0;2;2;4;20;12,5;1,2;11,775;235,5;1;0;0;0
1002;S55;NA;NA;NA;0;0;2;2;3;7;15,5;1,3;15,81775;110,72425;1;0;0;0
1003;S130;NA;NA;NA;0;0;4;1;2;11;23,5;1;18,4475;202,9225;1;1;0;0
1004;S134;NA;NA;NA;1;0;4;1;2;15;17,6;1,4;19,3424;290,136;0;1;0;1
1005;S12;NA;NA;NA;0;0;1;1;3;11;13,8;1,5;16,2495;178,7445;1;0;0;0
1007;S287;NA;NA;NA;0;0;3;2;1;13;1,6;1,1;1,3816;17,9608;1;1;0;0
1008;S260;NA;NA;NA;0;0;4;1;1;13;12,4;1;9,734;126,542;1;0;0;0
1009;S291;NA;NA;NA;0;0;4;1;1;8;11,7;0,9;8,26605;66,1284;0;1;0;0
1010;S86;NA;NA;NA;1;0;4;1;2;20;23,7;1,4;26,0463;520,926;1;0;0;0
1011;S240;NA;NA;NA;0;0;3;2;4;18;11,1;0,7;6,09945;109,7901;1;1;0;0
